,vehicle_id,origin,time_at_origin,next_stop,arrival_time_at_next_Stop,distance,peak,time_of_day,mode,temp,humidity,cloudCover,visibility,weekend,prediction_correct,status
4334,YX10BFL,Yiewsley High Street,2018-11-22 19:55:58+00:00,West Drayton Station,2018-11-22 19:57:54+00:00,420,no,Evening,bus,4.65,0.89,0.89,3.56,no,yes,-0.06666666666666667
3356,LK65EAF,Yiewsley High Street,2018-11-23 12:30:35+00:00,West Drayton Station,2018-11-23 12:32:31+00:00,420,no,Afternoon,bus,7.86,0.93,0.97,3.98,no,no,-0.06666666666666667
756,LK08FKW,Yiewsley High Street,2018-11-23 13:30:48+00:00,West Drayton Station,2018-11-23 13:33:05+00:00,420,no,Afternoon,bus,7.97,0.93,0.94,4.38,no,yes,0.2833333333333333
1132,LK08FLD,Ferrers Avenue,2018-11-23 20:40:47+00:00,West Drayton Station,2018-11-23 20:41:24+00:00,405,no,Night,bus,7.62,0.92,0.84,4.99,no,yes,-1.3833333333333333
4398,YX10BFL,Ferrers Avenue,2018-11-23 21:37:47+00:00,West Drayton Station,2018-11-23 21:38:19+00:00,405,no,Night,bus,7.75,0.92,0.89,4.75,no,yes,-1.4666666666666666
4032,YX10BFE,Ferrers Avenue,2018-11-24 12:45:10+00:00,West Drayton Station,2018-11-24 12:46:20+00:00,405,no,Afternoon,bus,8.74,0.86,0.89,7.5,yes,no,-0.8333333333333334
4001,YX10BFE,Ferrers Avenue,2018-11-24 16:41:52+00:00,West Drayton Station,2018-11-24 16:42:48+00:00,405,no,Afternoon,bus,8.01,0.83,0.89,9.24,yes,yes,-1.0666666666666667
2343,LK16DDN,Ferrers Avenue,2018-11-24 20:55:35+00:00,West Drayton Station,2018-11-24 20:55:55+00:00,405,no,Night,bus,7.71,0.79,0.97,9.66,yes,yes,-1.6666666666666667
2303,LK16DDN,Yiewsley High Street,2018-11-24 21:49:08+00:00,West Drayton Station,2018-11-24 21:50:39+00:00,420,no,Night,bus,7.71,0.78,0.97,9.4,yes,yes,-0.48333333333333334
2429,LK16DDU,Yiewsley High Street,2018-11-25 12:27:13+00:00,West Drayton Station,2018-11-25 12:28:47+00:00,420,no,Afternoon,bus,7.92,0.79,0.7,9.58,yes,yes,-0.43333333333333335
4870,YX58DUH,Yiewsley High Street,2018-11-25 17:11:47+00:00,West Drayton Station,2018-11-25 17:13:33+00:00,420,no,Evening,bus,7.16,0.79,0.85,10.01,yes,yes,-0.23333333333333334
4356,YX10BFL,Ferrers Avenue,2018-11-25 20:38:36+00:00,West Drayton Station,2018-11-25 20:39:12+00:00,405,no,Night,bus,6.23,0.84,0.89,10.01,yes,yes,-1.4
681,LK08FKV,Yiewsley High Street,2018-11-26 12:49:33+00:00,West Drayton Station,2018-11-26 12:50:50+00:00,420,no,Afternoon,bus,7.73,0.78,0.75,10.01,no,yes,-0.7166666666666667
1653,LK08FMY,Ferrers Avenue,2018-11-26 17:05:21+00:00,West Drayton Station,2018-11-26 17:06:15+00:00,405,yes,Evening,bus,6.79,0.83,0.75,10.01,no,yes,-1.1
1406,LK08FLV,Ferrers Avenue,2018-11-26 21:18:45+00:00,West Drayton Station,2018-11-26 21:19:30+00:00,405,no,Night,bus,4.05,0.92,0.51,8.18,no,yes,-1.25
